swap_id,source_name,target_name,swap_file,source_file,target_file,similarity,fooled_045,fooled_060
28,Svetlana_Koroleva,Nicolas_Lapentti,swap_Svetlana_Koroleva_0002_in_Nicolas_Lapentti_0002.jpg,Svetlana_Koroleva_0002.jpg,Nicolas_Lapentti_0002.jpg,0.752112,1,1
29,Jessica_Lynch,Erik_Morales,swap_Jessica_Lynch_0001_in_Erik_Morales_0003.jpg,Jessica_Lynch_0001.jpg,Erik_Morales_0003.jpg,0.742370,1,1
30,Manuel_Poggiali,Bobby_Goldwater,swap_Manuel_Poggiali_0001_in_Bobby_Goldwater_0001.jpg,Manuel_Poggiali_0001.jpg,Bobby_Goldwater_0001.jpg,0.724935,1,1
31,Constance_Marie,Phil_Mickelson,swap_Constance_Marie_0001_in_Phil_Mickelson_0002.jpg,Constance_Marie_0001.jpg,Phil_Mickelson_0002.jpg,0.708749,1,1
32,Oxana_Fedorova,Augusto_Roa_Bastos,swap_Oxana_Fedorova_0004_in_Augusto_Roa_Bastos_0002.jpg,Oxana_Fedorova_0004.jpg,Augusto_Roa_Bastos_0002.jpg,0.781537,1,1
33,Owen_Wilson,Leslie_Ann_Woodward,swap_Owen_Wilson_0002_in_Leslie_Ann_Woodward_0001.jpg,Owen_Wilson_0002.jpg,Leslie_Ann_Woodward_0001.jpg,0.719759,1,1
34,Robert_Zoellick,Sharon_Davis,swap_Robert_Zoellick_0001_in_Sharon_Davis_0002.jpg,Robert_Zoellick_0001.jpg,Sharon_Davis_0002.jpg,0.702347,1,1
35,Tom_Glavine,Rachel_Hunter,swap_Tom_Glavine_0002_in_Rachel_Hunter_0001.jpg,Tom_Glavine_0002.jpg,Rachel_Hunter_0001.jpg,0.678850,1,1
36,Heather_Mills,Kevin_Spacey,swap_Heather_Mills_0002_in_Kevin_Spacey_0004.jpg,Heather_Mills_0002.jpg,Kevin_Spacey_0004.jpg,0.768653,1,1
37,Abdullah_al-Attiyah,Sharon_Osbourne,swap_Abdullah_al-Attiyah_0003_in_Sharon_Osbourne_0002.jpg,Abdullah_al-Attiyah_0003.jpg,Sharon_Osbourne_0002.jpg,0.625115,1,1
38,Mariangel_Ruiz_Torrealba,Tim_Conway,swap_Mariangel_Ruiz_Torrealba_0001_in_Tim_Conway_0003.jpg,Mariangel_Ruiz_Torrealba_0001.jpg,Tim_Conway_0003.jpg,0.780721,1,1
39,Candice_Bergen,Peter_Struck,swap_Candice_Bergen_0002_in_Peter_Struck_0005.jpg,Candice_Bergen_0002.jpg,Peter_Struck_0005.jpg,0.669660,1,1
40,Paul_Gascoigne,Eddy_Merckx,swap_Paul_Gascoigne_0001_in_Eddy_Merckx_0002.jpg,Paul_Gascoigne_0001.jpg,Eddy_Merckx_0002.jpg,0.726116,1,1
41,Tim_Curry,Daniel_Radcliffe,swap_Tim_Curry_0001_in_Daniel_Radcliffe_0003.jpg,Tim_Curry_0001.jpg,Daniel_Radcliffe_0003.jpg,0.806193,1,1
42,Mack_Brown,Alec_Baldwin,swap_Mack_Brown_0001_in_Alec_Baldwin_0003.jpg,Mack_Brown_0001.jpg,Alec_Baldwin_0003.jpg,0.713359,1,1
43,Win_Aung,Hugh_Grant,swap_Win_Aung_0002_in_Hugh_Grant_0001.jpg,Win_Aung_0002.jpg,Hugh_Grant_0001.jpg,0.685575,1,1
44,Franz_Beckenbauer,Muhammad_Ali,swap_Franz_Beckenbauer_0001_in_Muhammad_Ali_0002.jpg,Franz_Beckenbauer_0001.jpg,Muhammad_Ali_0002.jpg,0.764753,1,1
45,Spencer_Abraham,Luke_Walton,swap_Spencer_Abraham_0003_in_Luke_Walton_0001.jpg,Spencer_Abraham_0003.jpg,Luke_Walton_0001.jpg,0.773555,1,1
46,Charles_Schumer,Richard_Virenque,swap_Charles_Schumer_0002_in_Richard_Virenque_0003.jpg,Charles_Schumer_0002.jpg,Richard_Virenque_0003.jpg,0.254094,0,0
47,Gil_de_Ferran,Max_Mayfield,swap_Gil_de_Ferran_0005_in_Max_Mayfield_0002.jpg,Gil_de_Ferran_0005.jpg,Max_Mayfield_0002.jpg,0.735560,1,1
48,Ellen_Engleman,Michael_Moore,swap_Ellen_Engleman_0001_in_Michael_Moore_0003.jpg,Ellen_Engleman_0001.jpg,Michael_Moore_0003.jpg,0.638451,1,1
49,Ilan_Ramon,Jonathan_Mostow,swap_Ilan_Ramon_0003_in_Jonathan_Mostow_0002.jpg,Ilan_Ramon_0003.jpg,Jonathan_Mostow_0002.jpg,0.666325,1,1
50,Kim_Jin-sun,Martin_Scorsese,swap_Kim_Jin-sun_0002_in_Martin_Scorsese_0001.jpg,Kim_Jin-sun_0002.jpg,Martin_Scorsese_0001.jpg,0.725632,1,1
51,Gary_Bergeron,Evan_Rachel_Wood,swap_Gary_Bergeron_0001_in_Evan_Rachel_Wood_0002.jpg,Gary_Bergeron_0001.jpg,Evan_Rachel_Wood_0002.jpg,0.827237,1,1
52,Aleksander_Kwasniewski,Norm_Coleman,swap_Aleksander_Kwasniewski_0002_in_Norm_Coleman_0005.jpg,Aleksander_Kwasniewski_0002.jpg,Norm_Coleman_0005.jpg,0.699341,1,1
53,Erika_Harold,Adolfo_Rodriguez_Saa,swap_Erika_Harold_0001_in_Adolfo_Rodriguez_Saa_0001.jpg,Erika_Harold_0001.jpg,Adolfo_Rodriguez_Saa_0001.jpg,0.717487,1,1
54,Federico_Trillo,Barry_Zito,swap_Federico_Trillo_0001_in_Barry_Zito_0002.jpg,Federico_Trillo_0001.jpg,Barry_Zito_0002.jpg,0.654650,1,1
55,Benazir_Bhutto,Martha_Lucia_Ramirez,swap_Benazir_Bhutto_0002_in_Martha_Lucia_Ramirez_0003.jpg,Benazir_Bhutto_0002.jpg,Martha_Lucia_Ramirez_0003.jpg,0.027585,0,0
56,Rob_Marshall,Luiz_Inacio_Lula_da_Silva,swap_Rob_Marshall_0002_in_Luiz_Inacio_Lula_da_Silva_0035.jpg,Rob_Marshall_0002.jpg,Luiz_Inacio_Lula_da_Silva_0035.jpg,0.847162,1,1
57,Chick_Hearn,Shaul_Mofaz,swap_Chick_Hearn_0003_in_Shaul_Mofaz_0003.jpg,Chick_Hearn_0003.jpg,Shaul_Mofaz_0003.jpg,0.745687,1,1
58,Lina_Krasnoroutskaya,Fred_Funk,swap_Lina_Krasnoroutskaya_0002_in_Fred_Funk_0002.jpg,Lina_Krasnoroutskaya_0002.jpg,Fred_Funk_0002.jpg,0.660969,1,1
59,Donald_Evans,Brad_Garrett,swap_Donald_Evans_0001_in_Brad_Garrett_0004.jpg,Donald_Evans_0001.jpg,Brad_Garrett_0004.jpg,0.811770,1,1
60,Jennifer_Lopez,Kate_Capshaw,swap_Jennifer_Lopez_0014_in_Kate_Capshaw_0002.jpg,Jennifer_Lopez_0014.jpg,Kate_Capshaw_0002.jpg,-0.015594,0,0
61,Simon_Cowell,Arianna_Huffington,swap_Simon_Cowell_0001_in_Arianna_Huffington_0001.jpg,Simon_Cowell_0001.jpg,Arianna_Huffington_0001.jpg,0.821940,1,1
62,Jorge_Valdano,Silvio_Berlusconi,swap_Jorge_Valdano_0002_in_Silvio_Berlusconi_0007.jpg,Jorge_Valdano_0002.jpg,Silvio_Berlusconi_0007.jpg,0.798605,1,1
63,Gary_Doer,Donald_Rumsfeld,swap_Gary_Doer_0001_in_Donald_Rumsfeld_0069.jpg,Gary_Doer_0001.jpg,Donald_Rumsfeld_0069.jpg,-0.005769,0,0
64,Laila_Ali,Christopher_Patten,swap_Laila_Ali_0002_in_Christopher_Patten_0001.jpg,Laila_Ali_0002.jpg,Christopher_Patten_0001.jpg,0.800696,1,1
65,Guillermo_Canas,Lee_Soo-hyuck,swap_Guillermo_Canas_0002_in_Lee_Soo-hyuck_0001.jpg,Guillermo_Canas_0002.jpg,Lee_Soo-hyuck_0001.jpg,0.639809,1,1
66,Kobe_Bryant,Wolfgang_Schuessel,swap_Kobe_Bryant_0003_in_Wolfgang_Schuessel_0001.jpg,Kobe_Bryant_0003.jpg,Wolfgang_Schuessel_0001.jpg,0.783550,1,1
67,Antonio_Banderas,Ricardo_Maduro,swap_Antonio_Banderas_0005_in_Ricardo_Maduro_0001.jpg,Antonio_Banderas_0005.jpg,Ricardo_Maduro_0001.jpg,0.064373,0,0
68,Boris_Berezovsky,Terry_Stotts,swap_Boris_Berezovsky_0001_in_Terry_Stotts_0001.jpg,Boris_Berezovsky_0001.jpg,Terry_Stotts_0001.jpg,0.748966,1,1
69,Jose_Serra,Luiz_Inacio_Lula_da_Silva,swap_Jose_Serra_0008_in_Luiz_Inacio_Lula_da_Silva_0014.jpg,Jose_Serra_0008.jpg,Luiz_Inacio_Lula_da_Silva_0014.jpg,0.815194,1,1
70,Jorge_Batlle,Art_Hoffmann,swap_Jorge_Batlle_0001_in_Art_Hoffmann_0002.jpg,Jorge_Batlle_0001.jpg,Art_Hoffmann_0002.jpg,0.615269,1,1
71,Abdullah,John_Stockton,swap_Abdullah_0003_in_John_Stockton_0004.jpg,Abdullah_0003.jpg,John_Stockton_0004.jpg,0.823753,1,1
72,Hamid_Karzai,Karin_Stoiber,swap_Hamid_Karzai_0018_in_Karin_Stoiber_0002.jpg,Hamid_Karzai_0018.jpg,Karin_Stoiber_0002.jpg,0.717691,1,1
73,Courtney_Love,Don_Siegelman,swap_Courtney_Love_0002_in_Don_Siegelman_0002.jpg,Courtney_Love_0002.jpg,Don_Siegelman_0002.jpg,0.721393,1,1
74,Arsinee_Khanjian,Nebojsa_Pavkovic,swap_Arsinee_Khanjian_0001_in_Nebojsa_Pavkovic_0002.jpg,Arsinee_Khanjian_0001.jpg,Nebojsa_Pavkovic_0002.jpg,0.640646,1,1
75,Arnoldo_Aleman,Anthony_LaPaglia,swap_Arnoldo_Aleman_0005_in_Anthony_LaPaglia_0002.jpg,Arnoldo_Aleman_0005.jpg,Anthony_LaPaglia_0002.jpg,0.767098,1,1
76,Marina_Anissina,Melissa_Etheridge,swap_Marina_Anissina_0001_in_Melissa_Etheridge_0001.jpg,Marina_Anissina_0001.jpg,Melissa_Etheridge_0001.jpg,-0.002120,0,0
77,Mark_Heller,Bill_McBride,swap_Mark_Heller_0001_in_Bill_McBride_0002.jpg,Mark_Heller_0001.jpg,Bill_McBride_0002.jpg,0.768359,1,1
78,Oscar_Elias_Biscet,Bashar_Assad,swap_Oscar_Elias_Biscet_0001_in_Bashar_Assad_0004.jpg,Oscar_Elias_Biscet_0001.jpg,Bashar_Assad_0004.jpg,0.736940,1,1
79,Catherine_Deneuve,Nadia_Petrova,swap_Catherine_Deneuve_0002_in_Nadia_Petrova_0005.jpg,Catherine_Deneuve_0002.jpg,Nadia_Petrova_0005.jpg,0.745202,1,1
80,Oscar_De_La_Hoya,Andrew_Cuomo,swap_Oscar_De_La_Hoya_0005_in_Andrew_Cuomo_0001.jpg,Oscar_De_La_Hoya_0005.jpg,Andrew_Cuomo_0001.jpg,0.805247,1,1
81,Justin_Guarini,Richard_Krajicek,swap_Justin_Guarini_0003_in_Richard_Krajicek_0003.jpg,Justin_Guarini_0003.jpg,Richard_Krajicek_0003.jpg,0.706834,1,1
82,Mary_Tyler_Moore,Ismail_Merchant,swap_Mary_Tyler_Moore_0002_in_Ismail_Merchant_0001.jpg,Mary_Tyler_Moore_0002.jpg,Ismail_Merchant_0001.jpg,0.774026,1,1
83,Rob_Schneider,Sebastien_Grosjean,swap_Rob_Schneider_0002_in_Sebastien_Grosjean_0002.jpg,Rob_Schneider_0002.jpg,Sebastien_Grosjean_0002.jpg,0.793934,1,1
84,Gilberto_Rodriguez_Orejuela,Johnny_Unitas,swap_Gilberto_Rodriguez_Orejuela_0002_in_Johnny_Unitas_0002.jpg,Gilberto_Rodriguez_Orejuela_0002.jpg,Johnny_Unitas_0002.jpg,0.812888,1,1
85,Lauren_Killian,Ismail_Merchant,swap_Lauren_Killian_0001_in_Ismail_Merchant_0001.jpg,Lauren_Killian_0001.jpg,Ismail_Merchant_0001.jpg,0.710737,1,1
86,Laurent_Jalabert,Pete_Rose,swap_Laurent_Jalabert_0001_in_Pete_Rose_0001.jpg,Laurent_Jalabert_0001.jpg,Pete_Rose_0001.jpg,0.721790,1,1
87,Michael_Keaton,Elvis_Presley,swap_Michael_Keaton_0002_in_Elvis_Presley_0001.jpg,Michael_Keaton_0002.jpg,Elvis_Presley_0001.jpg,0.706659,1,1
88,Jefferson_Perez,Begum_Khaleda_Zia,swap_Jefferson_Perez_0001_in_Begum_Khaleda_Zia_0002.jpg,Jefferson_Perez_0001.jpg,Begum_Khaleda_Zia_0002.jpg,0.742854,1,1
89,Halle_Berry,Daisy_Fuentes,swap_Halle_Berry_0015_in_Daisy_Fuentes_0003.jpg,Halle_Berry_0015.jpg,Daisy_Fuentes_0003.jpg,0.815299,1,1
90,Paul_McNulty,Win_Aung,swap_Paul_McNulty_0001_in_Win_Aung_0003.jpg,Paul_McNulty_0001.jpg,Win_Aung_0003.jpg,0.738458,1,1
91,Rick_Romley,Butch_Davis,swap_Rick_Romley_0001_in_Butch_Davis_0002.jpg,Rick_Romley_0001.jpg,Butch_Davis_0002.jpg,0.789188,1,1
92,Carol_Moseley_Braun,Carl_Reiner,swap_Carol_Moseley_Braun_0001_in_Carl_Reiner_0002.jpg,Carol_Moseley_Braun_0001.jpg,Carl_Reiner_0002.jpg,0.766736,1,1
93,Guy_Ritchie,Patrick_Roy,swap_Guy_Ritchie_0001_in_Patrick_Roy_0002.jpg,Guy_Ritchie_0001.jpg,Patrick_Roy_0002.jpg,0.805123,1,1
94,Edward_Norton,Roh_Moo-hyun,swap_Edward_Norton_0002_in_Roh_Moo-hyun_0032.jpg,Edward_Norton_0002.jpg,Roh_Moo-hyun_0032.jpg,0.852640,1,1
95,Gene_Robinson,Antonio_Palocci,swap_Gene_Robinson_0001_in_Antonio_Palocci_0007.jpg,Gene_Robinson_0001.jpg,Antonio_Palocci_0007.jpg,0.762820,1,1
96,Gregory_Hines,Angelo_Reyes,swap_Gregory_Hines_0001_in_Angelo_Reyes_0003.jpg,Gregory_Hines_0001.jpg,Angelo_Reyes_0003.jpg,0.821370,1,1
97,Tom_Ridge,Chen_Liang_Yu,swap_Tom_Ridge_0017_in_Chen_Liang_Yu_0001.jpg,Tom_Ridge_0017.jpg,Chen_Liang_Yu_0001.jpg,0.797215,1,1
98,Steven_Seagal,Kirk_Johnson,swap_Steven_Seagal_0002_in_Kirk_Johnson_0003.jpg,Steven_Seagal_0002.jpg,Kirk_Johnson_0003.jpg,0.804430,1,1
99,Ahmed_Chalabi,Carlos_Ortega,swap_Ahmed_Chalabi_0001_in_Carlos_Ortega_0003.jpg,Ahmed_Chalabi_0001.jpg,Carlos_Ortega_0003.jpg,0.804005,1,1
100,Clint_Eastwood,Michelle_Pfeiffer,swap_Clint_Eastwood_0001_in_Michelle_Pfeiffer_0002.jpg,Clint_Eastwood_0001.jpg,Michelle_Pfeiffer_0002.jpg,0.483475,1,0
101,Nicholas_Byron,Mike_Myers,swap_Nicholas_Byron_0001_in_Mike_Myers_0004.jpg,Nicholas_Byron_0001.jpg,Mike_Myers_0004.jpg,0.747753,1,1
102,Charles_Moose,Andy_Roddick,swap_Charles_Moose_0005_in_Andy_Roddick_0006.jpg,Charles_Moose_0005.jpg,Andy_Roddick_0006.jpg,0.804788,1,1
103,Vladimir_Voltchkov,Andrew_Cuomo,swap_Vladimir_Voltchkov_0002_in_Andrew_Cuomo_0001.jpg,Vladimir_Voltchkov_0002.jpg,Andrew_Cuomo_0001.jpg,0.672682,1,1
104,Roberto_Marinho,Gary_Locke,swap_Roberto_Marinho_0003_in_Gary_Locke_0001.jpg,Roberto_Marinho_0003.jpg,Gary_Locke_0001.jpg,0.705663,1,1
105,Jennifer_Keller,Trent_Lott,swap_Jennifer_Keller_0004_in_Trent_Lott_0005.jpg,Jennifer_Keller_0004.jpg,Trent_Lott_0005.jpg,0.739615,1,1
106,Francisco_Flores,Darrell_Issa,swap_Francisco_Flores_0002_in_Darrell_Issa_0002.jpg,Francisco_Flores_0002.jpg,Darrell_Issa_0002.jpg,0.732704,1,1
107,Alexandra_Stevenson,Dennis_Powell,swap_Alexandra_Stevenson_0003_in_Dennis_Powell_0002.jpg,Alexandra_Stevenson_0003.jpg,Dennis_Powell_0002.jpg,0.684367,1,1
108,Tyra_Banks,Juan_Pablo_Montoya,swap_Tyra_Banks_0001_in_Juan_Pablo_Montoya_0005.jpg,Tyra_Banks_0001.jpg,Juan_Pablo_Montoya_0005.jpg,0.689178,1,1
109,Damon_van_Dam,Vanessa_Redgrave,swap_Damon_van_Dam_0001_in_Vanessa_Redgrave_0004.jpg,Damon_van_Dam_0001.jpg,Vanessa_Redgrave_0004.jpg,0.803300,1,1
110,Andrei_Mikhnevich,Li_Zhaoxing,swap_Andrei_Mikhnevich_0001_in_Li_Zhaoxing_0004.jpg,Andrei_Mikhnevich_0001.jpg,Li_Zhaoxing_0004.jpg,0.760286,1,1
111,Zafarullah_Khan_Jamali,Lea_Fastow,swap_Zafarullah_Khan_Jamali_0002_in_Lea_Fastow_0002.jpg,Zafarullah_Khan_Jamali_0002.jpg,Lea_Fastow_0002.jpg,0.652233,1,1
112,Vladimir_Putin,Faye_Dunaway,swap_Vladimir_Putin_0015_in_Faye_Dunaway_0001.jpg,Vladimir_Putin_0015.jpg,Faye_Dunaway_0001.jpg,0.782116,1,1
113,Richard_Virenque,Doris_Roberts,swap_Richard_Virenque_0007_in_Doris_Roberts_0002.jpg,Richard_Virenque_0007.jpg,Doris_Roberts_0002.jpg,0.659016,1,1
114,Guillermo_Canas,Ben_Curtis,swap_Guillermo_Canas_0003_in_Ben_Curtis_0002.jpg,Guillermo_Canas_0003.jpg,Ben_Curtis_0002.jpg,0.693502,1,1
115,Rafael_Ramirez,Mark_Richt,swap_Rafael_Ramirez_0004_in_Mark_Richt_0003.jpg,Rafael_Ramirez_0004.jpg,Mark_Richt_0003.jpg,0.806637,1,1
116,Michael_J_Sheehan,James_Wolfensohn,swap_Michael_J_Sheehan_0001_in_James_Wolfensohn_0001.jpg,Michael_J_Sheehan_0001.jpg,James_Wolfensohn_0001.jpg,0.711955,1,1
117,Geraldine_Chaplin,Dennis_Kozlowski,swap_Geraldine_Chaplin_0003_in_Dennis_Kozlowski_0001.jpg,Geraldine_Chaplin_0003.jpg,Dennis_Kozlowski_0001.jpg,0.659637,1,1
118,Carlo_Ancelotti,Oxana_Fedorova,swap_Carlo_Ancelotti_0002_in_Oxana_Fedorova_0003.jpg,Carlo_Ancelotti_0002.jpg,Oxana_Fedorova_0003.jpg,0.765161,1,1
119,Silvio_Fernandez,Valery_Giscard_dEstaing,swap_Silvio_Fernandez_0002_in_Valery_Giscard_dEstaing_0004.jpg,Silvio_Fernandez_0002.jpg,Valery_Giscard_dEstaing_0004.jpg,0.683207,1,1
120,Patty_Schnyder,Markus_Naslund,swap_Patty_Schnyder_0001_in_Markus_Naslund_0002.jpg,Patty_Schnyder_0001.jpg,Markus_Naslund_0002.jpg,0.718555,1,1
121,Natalie_Cole,Donald_Evans,swap_Natalie_Cole_0002_in_Donald_Evans_0001.jpg,Natalie_Cole_0002.jpg,Donald_Evans_0001.jpg,0.779755,1,1
122,Sarah_Jessica_Parker,Kifah_Ajouri,swap_Sarah_Jessica_Parker_0001_in_Kifah_Ajouri_0001.jpg,Sarah_Jessica_Parker_0001.jpg,Kifah_Ajouri_0001.jpg,0.813583,1,1
123,Jim_Edmonds,Ken_Macha,swap_Jim_Edmonds_0001_in_Ken_Macha_0003.jpg,Jim_Edmonds_0001.jpg,Ken_Macha_0003.jpg,0.782228,1,1
124,James_Smith,Peter_Costello,swap_James_Smith_0002_in_Peter_Costello_0001.jpg,James_Smith_0002.jpg,Peter_Costello_0001.jpg,0.743671,1,1
125,Shane_Warne,Hilary_Duff,swap_Shane_Warne_0002_in_Hilary_Duff_0003.jpg,Shane_Warne_0002.jpg,Hilary_Duff_0003.jpg,0.631790,1,1
126,Joseph_Blatter,James_Jones,swap_Joseph_Blatter_0002_in_James_Jones_0002.jpg,Joseph_Blatter_0002.jpg,James_Jones_0002.jpg,0.800615,1,1
127,Mike_Weir,Charles_Mathews,swap_Mike_Weir_0004_in_Charles_Mathews_0002.jpg,Mike_Weir_0004.jpg,Charles_Mathews_0002.jpg,0.737875,1,1
128,Rick_Wagoner,John_F_Kennedy_Jr,swap_Rick_Wagoner_0001_in_John_F_Kennedy_Jr_0002.jpg,Rick_Wagoner_0001.jpg,John_F_Kennedy_Jr_0002.jpg,0.726177,1,1
129,Jose_Sarney,Miguel_Estrada,swap_Jose_Sarney_0001_in_Miguel_Estrada_0002.jpg,Jose_Sarney_0001.jpg,Miguel_Estrada_0002.jpg,0.779971,1,1
130,Hannah_Stockbauer,Elizabeth_Smart,swap_Hannah_Stockbauer_0002_in_Elizabeth_Smart_0005.jpg,Hannah_Stockbauer_0002.jpg,Elizabeth_Smart_0005.jpg,0.773744,1,1
131,Paul-Henri_Mathieu,Richard_Branson,swap_Paul-Henri_Mathieu_0002_in_Richard_Branson_0002.jpg,Paul-Henri_Mathieu_0002.jpg,Richard_Branson_0002.jpg,0.778652,1,1
132,Kirk_Johnson,Kjell_Magne_Bondevik,swap_Kirk_Johnson_0003_in_Kjell_Magne_Bondevik_0001.jpg,Kirk_Johnson_0003.jpg,Kjell_Magne_Bondevik_0001.jpg,0.786970,1,1
133,Mark_Warner,Lindsay_Benko,swap_Mark_Warner_0001_in_Lindsay_Benko_0001.jpg,Mark_Warner_0001.jpg,Lindsay_Benko_0001.jpg,0.792875,1,1
134,Hal_Gehman,Martin_Cauchon,swap_Hal_Gehman_0005_in_Martin_Cauchon_0002.jpg,Hal_Gehman_0005.jpg,Martin_Cauchon_0002.jpg,0.690384,1,1
135,Boris_Berezovsky,Zhu_Rongji,swap_Boris_Berezovsky_0001_in_Zhu_Rongji_0005.jpg,Boris_Berezovsky_0001.jpg,Zhu_Rongji_0005.jpg,0.753780,1,1
136,Evan_Rachel_Wood,William_Rehnquist,swap_Evan_Rachel_Wood_0001_in_William_Rehnquist_0001.jpg,Evan_Rachel_Wood_0001.jpg,William_Rehnquist_0001.jpg,0.680047,1,1
