pair_id,label,score
337,0,-0.040281
338,0,0.034714
339,0,0.041735
340,0,-0.096689
341,0,-0.006881
342,0,0.054048
343,0,-0.013134
344,0,0.060705
345,0,0.004953
346,0,0.011827
347,0,0.098157
348,0,-0.087505
349,0,-0.061079
350,0,0.039621
351,0,0.025503
352,0,0.057322
353,0,0.024075
354,0,0.011264
355,0,0.031097
356,0,-0.042833
357,0,0.025583
358,0,0.045983
359,0,-0.044979
360,0,-0.001388
361,0,0.096662
362,0,-0.115291
363,0,0.120999
364,0,0.175198
365,0,0.022031
366,0,0.025730
367,0,0.030742
368,0,-0.065078
369,0,0.048766
370,0,0.028667
371,0,-0.114472
372,0,-0.074047
373,0,-0.000725
374,0,-0.019922
375,0,0.070422
376,0,-0.069847
377,0,-0.040199
378,0,-0.096789
379,0,-0.047736
380,0,0.000471
381,0,0.061996
382,0,0.037032
383,0,0.078852
384,0,-0.149226
385,0,-0.059789
386,0,0.013409
387,0,-0.032588
388,0,0.048399
389,0,0.036485
390,0,0.004610
391,0,0.042559
392,0,-0.010306
393,0,0.032793
394,0,0.016634
395,0,0.008645
396,0,0.063765
397,0,-0.049943
398,0,0.034887
399,0,0.007996
400,0,-0.046257
401,0,0.005093
402,0,0.022421
403,0,-0.037298
404,0,0.078893
405,0,0.096781
406,0,0.053991
407,0,0.103506
408,0,0.066889
409,0,0.055072
410,0,0.101928
411,0,-0.010654
412,0,-0.021996
413,0,-0.020966
414,0,0.015076
415,0,0.004927
416,0,0.098900
417,0,0.020664
418,0,-0.060929
419,0,-0.125452
420,0,0.001670
421,0,-0.120065
422,0,-0.062251
423,0,-0.056116
424,0,0.079826
425,0,0.084324
426,0,-0.012510
427,0,0.117054
428,0,-0.107314
429,0,0.007812
430,0,-0.038588
431,0,0.049208
432,0,-0.024481
433,0,-0.006739
434,0,0.030144
435,0,0.079824
436,0,-0.042325
437,0,0.123056
438,0,-0.082664
439,0,-0.016015
440,0,-0.001165
441,0,0.058186
442,0,-0.084732
443,0,0.029154
444,0,-0.098388
445,0,0.053215
446,0,0.036596
447,0,0.054303
448,0,0.090655
449,0,0.068236
450,0,-0.086529
451,0,0.025490
452,0,-0.102031
453,0,0.010563
454,0,0.045831
455,0,0.024979
456,0,0.019946
457,0,0.061987
458,0,-0.054465
459,0,0.004033
460,0,0.054519
461,0,0.055528
462,0,0.045808
463,0,0.044309
464,0,-0.000509
465,0,0.029947
466,0,-0.028954
467,0,0.047914
468,0,-0.034903
469,0,-0.051249
470,0,-0.033552
471,0,-0.039400
472,0,0.030270
473,0,0.067764
474,0,0.053543
475,0,-0.016438
476,0,0.178076
477,0,-0.011699
478,0,0.009915
479,0,0.044647
480,0,0.024308
481,0,0.114340
482,0,0.000287
483,0,0.018978
484,0,0.051655
485,0,0.024673
486,0,-0.039711
487,0,-0.057903
488,0,0.019577
489,0,0.033266
490,0,-0.006350
491,0,0.043160
492,0,-0.031603
493,0,0.100504
494,0,-0.045075
495,0,-0.005660
496,0,-0.065128
497,0,-0.050381
498,0,0.084083
499,0,0.090465
500,0,0.104769
501,0,-0.037865
502,0,0.092822
503,0,-0.033257
504,0,0.064344
505,0,0.037438
506,0,0.034375
507,0,0.001586
508,0,-0.014953
509,0,-0.006292
510,0,0.068848
511,0,0.080146
512,0,-0.029568
513,0,0.080786
514,0,0.016460
515,0,0.137401
516,0,-0.013460
517,0,-0.047071
518,0,-0.092234
519,0,0.108498
520,0,-0.067097
521,0,-0.027965
522,0,-0.072771
523,0,-0.097779
524,0,0.009148
525,0,-0.029320
526,0,0.058585
527,0,-0.034704
528,0,0.044626
529,0,-0.011675
530,0,0.012172
531,0,0.090749
532,0,0.018516
533,0,0.057565
534,0,0.018183
535,0,0.011966
536,0,0.006966
537,0,0.047054
538,0,-0.080148
539,0,-0.082752
540,0,0.100953
541,0,-0.105922
542,0,0.002283
543,0,-0.084222
544,0,-0.009592
545,0,0.016467
546,0,0.070403
547,0,0.072036
548,0,-0.039983
549,0,0.029401
550,0,0.102058
551,0,0.016880
552,0,0.142657
553,0,0.009894
554,0,-0.008044
555,0,-0.006330
556,0,-0.025582
557,0,-0.036145
558,0,-0.073493
559,0,0.124460
560,0,0.059741
561,0,-0.021538
562,0,-0.038599
563,0,-0.031089
564,0,0.045319
565,0,-0.079232
566,0,-0.059752
567,0,0.127137
568,0,-0.001838
569,0,0.013402
570,0,0.094446
571,0,0.105747
572,0,-0.058757
573,0,0.167977
574,0,0.024977
575,0,0.037949
576,0,-0.045489
577,0,-0.058447
578,0,-0.021952
579,0,-0.006456
580,0,0.109922
581,0,-0.084722
582,0,0.018466
583,0,0.012631
584,0,0.071333
585,0,0.112488
586,0,-0.123229
587,0,-0.020283
588,0,-0.024117
589,0,-0.101551
590,0,-0.071865
591,0,-0.038432
592,0,0.018306
593,0,0.005764
594,0,0.066497
595,0,0.049895
596,0,0.020499
597,0,-0.066334
598,0,-0.022963
599,0,-0.043437
600,1,0.742704
601,1,0.715218
602,1,0.762212
603,1,0.779631
604,1,0.669300
605,1,0.574568
606,1,0.674650
607,1,0.502508
608,1,0.637899
609,1,0.715705
610,1,0.603515
611,1,0.667709
612,1,0.750056
613,1,0.672655
614,1,0.675805
615,1,0.706621
616,1,0.529960
617,1,0.444929
618,1,0.001372
619,1,0.479666
620,1,0.558223
621,1,0.647822
622,1,0.621542
623,1,0.540864
624,1,0.630343
625,1,0.278763
626,1,0.399545
627,1,0.535820
628,1,0.579873
629,1,0.317828
630,1,0.607565
631,1,0.676256
632,1,0.758680
633,1,0.115621
634,1,-0.015721
635,1,0.645177
636,1,0.670813
637,1,0.602965
638,1,0.659860
639,1,0.720983
640,1,0.588242
641,1,0.671760
642,1,0.781288
643,1,0.649429
644,1,0.749771
645,1,0.702494
646,1,0.563680
647,1,0.774869
648,1,0.766727
649,1,0.492359
650,1,0.521039
651,1,0.537058
652,1,0.588566
653,1,0.630222
654,1,0.664148
655,1,0.400611
656,1,0.734793
657,1,0.624759
658,1,0.713081
659,1,0.532731
660,1,0.518975
661,1,0.505768
662,1,0.564987
663,1,-0.070352
664,1,0.520848
665,1,-0.085874
666,1,0.644668
667,1,0.619902
668,1,0.671145
669,1,0.595750
670,1,0.561692
671,1,0.531496
672,1,0.444998
673,1,0.464021
674,1,0.503050
675,1,0.616138
676,1,0.493336
677,1,0.561332
678,1,0.670068
679,1,0.770636
680,1,0.710679
681,1,0.646211
682,1,0.603600
683,1,0.754908
684,1,0.518265
685,1,0.568620
686,1,0.561606
687,1,0.746967
688,1,0.877179
689,1,0.606345
690,1,0.724047
691,1,0.646792
692,1,0.646803
693,1,0.613534
694,1,0.641706
695,1,0.647213
696,1,0.789337
697,1,0.608716
698,1,0.606321
699,1,0.690384
700,1,0.616514
701,1,0.726845
702,1,0.903815
703,1,0.641779
704,1,0.641930
705,1,0.753608
706,1,0.670887
707,1,0.759316
708,1,0.669513
709,1,0.571794
710,1,0.557378
711,1,0.776139
712,1,0.720538
713,1,0.747720
714,1,0.694949
715,1,0.478595
716,1,0.785214
717,1,0.743844
718,1,0.544114
719,1,0.501454
720,1,0.798121
721,1,0.778304
722,1,0.608078
723,1,0.650233
724,1,0.694360
725,1,0.667218
726,1,0.596026
727,1,0.689140
728,1,0.560357
729,1,0.595701
730,1,0.047930
731,1,0.645494
732,1,0.045976
733,1,0.658191
734,1,0.755805
735,1,0.693468
736,1,0.543217
737,1,0.663172
738,1,0.755118
739,1,0.641065
740,1,0.000500
741,1,0.772073
742,1,0.740663
743,1,0.607442
744,1,0.596167
745,1,0.532308
746,1,0.474348
747,1,0.446727
748,1,0.662311
749,1,0.434826
750,1,0.477321
751,1,0.459280
752,1,0.742398
753,1,0.663788
754,1,0.562391
755,1,0.816174
756,1,0.677638
757,1,0.617610
758,1,0.848042
759,1,0.697258
760,1,0.733434
761,1,0.564978
762,1,0.709370
763,1,0.590530
764,1,0.584115
765,1,0.499340
766,1,0.763999
767,1,0.636458
768,1,0.726178
769,1,0.566531
770,1,0.610925
771,1,0.783102
772,1,0.675623
773,1,0.476875
774,1,0.507118
775,1,0.782583
776,1,0.022712
777,1,-0.042526
778,1,-0.033073
779,1,0.746557
780,1,0.593460
781,1,0.678484
782,1,0.772825
783,1,0.810216
784,1,0.596973
785,1,0.666280
786,1,0.495603
787,1,0.466700
788,1,0.673414
789,1,0.713500
790,1,0.856378
791,1,0.580418
792,1,0.513815
793,1,0.679565
794,1,0.524842
795,1,0.554214
796,1,0.703112
797,1,0.732667
798,1,0.733443
799,1,0.750683
800,1,0.758646
801,1,0.574948
802,1,0.612453
803,1,-0.032364
804,1,0.688360
805,1,0.528388
806,1,0.072510
807,1,0.033750
808,1,-0.000196
809,1,-0.060679
810,1,0.716781
811,1,0.824715
812,1,0.594573
813,1,0.730287
814,1,0.621980
815,1,0.509101
816,1,0.816618
817,1,0.548810
818,1,0.514989
819,1,0.712477
820,1,0.621143
821,1,0.651811
822,1,0.674151
823,1,0.765076
824,1,0.768941
825,1,0.717513
826,1,0.542596
827,1,0.664977
828,1,0.722440
829,1,0.020511
830,1,0.689855
831,1,0.312908
832,1,0.666409
833,1,0.792088
834,1,0.734826
835,1,0.658751
836,1,0.630664
837,1,0.708342
838,1,0.067049
839,1,0.028062
840,1,-0.038456
841,1,0.315092
842,1,0.066542
843,1,0.594897
844,1,0.327244
845,1,0.759740
846,1,-0.050513
847,1,0.615528
848,1,0.653580
849,1,0.627188
850,1,0.639906
851,1,0.615918
852,1,0.015389
853,1,0.726038
854,1,0.650058
855,1,0.660010
856,1,0.598145
857,1,0.607304
858,1,0.734369
859,1,0.561357
860,1,0.701682
861,1,0.496642
862,1,0.523206
863,1,0.835014
864,1,0.620587
865,1,0.736810
866,1,-0.016609
867,1,-0.062491
868,1,-0.009304
869,1,0.678427
870,1,0.560862
871,1,0.679870
872,1,0.661959
873,1,0.704892
874,1,0.716494
875,1,0.659367
876,1,0.780563
877,1,0.669904
878,1,0.640659
879,1,0.162058
880,1,0.594809
881,1,0.558448
882,1,0.623361
883,1,0.759652
884,1,0.748552
885,1,0.556557
886,1,0.425402
887,1,0.619346
888,1,0.526226
889,1,0.641544
890,1,0.600839
891,1,0.680129
892,1,0.616078
893,1,0.709154
894,1,0.723587
895,1,0.756766
896,1,0.742126
897,1,0.652050
898,1,0.700803
899,1,0.370913
900,0,0.047355
901,0,0.053619
902,0,0.061941
903,0,0.113056
904,0,-0.007435
905,0,0.058212
906,0,-0.042907
907,0,0.024180
908,0,0.111215
909,0,-0.022269
910,0,0.089201
911,0,0.062591
912,0,0.074221
913,0,0.016153
914,0,0.010478
915,0,-0.011322
916,0,-0.050888
917,0,0.086622
918,0,-0.083913
919,0,0.091637
920,0,0.053895
921,0,-0.032121
922,0,-0.028141
923,0,-0.086497
924,0,-0.011679
925,0,-0.000795
926,0,0.059450
927,0,-0.047775
928,0,-0.065640
929,0,-0.049918
930,0,-0.038382
931,0,-0.029307
932,0,-0.016434
933,0,-0.043680
934,0,0.171952
935,0,-0.067109
936,0,-0.020991
937,0,0.035969
938,0,0.012285
939,0,0.062859
940,0,0.021896
941,0,0.008030
942,0,-0.084292
943,0,0.129812
944,0,-0.075981
945,0,-0.047357
946,0,0.017085
947,0,-0.073652
948,0,0.065016
949,0,0.106948
950,0,-0.016187
951,0,-0.071901
952,0,-0.048527
953,0,0.007237
954,0,0.053865
955,0,-0.049330
956,0,0.006987
957,0,0.014791
958,0,-0.009920
959,0,-0.005776
960,0,0.105325
961,0,0.087886
962,0,0.073181
963,0,0.017457
964,0,-0.023564
965,0,0.054590
966,0,-0.053168
967,0,-0.053998
968,0,-0.025289
969,0,0.070046
970,0,0.123552
971,0,0.041731
972,0,-0.033716
973,0,0.008889
974,0,0.103689
975,0,-0.099831
976,0,0.046852
977,0,0.029152
978,0,-0.108991
979,0,0.060439
980,0,0.007301
981,0,0.082429
982,0,0.069016
983,0,0.052126
984,0,0.115141
985,0,-0.041712
986,0,0.018253
987,0,0.033484
988,0,-0.086279
989,0,0.001206
990,0,-0.058642
991,0,0.103691
992,0,-0.106372
993,0,-0.058683
994,0,0.033949
995,0,0.132669
996,0,-0.036360
997,0,-0.020373
998,0,-0.019890
999,0,0.110348
1000,0,0.076892
1001,0,0.001541
1002,0,0.001383
1003,0,-0.051830
1004,0,-0.013920
1005,0,-0.034617
1006,0,-0.075452
1007,0,-0.006297
1008,0,-0.111247
1009,0,-0.023882
1010,0,0.068209
1011,0,-0.033221
1012,0,-0.037816
1013,0,0.053706
1014,0,-0.035306
1015,0,-0.084980
1016,0,0.010679
1017,0,-0.025352
1018,0,0.145432
1019,0,-0.013526
1020,0,0.028336
1021,0,0.014709
1022,0,0.011234
1023,0,-0.109946
1024,0,-0.016710
1025,0,0.037250
1026,0,-0.033536
1027,0,0.021712
1028,0,0.014213
1029,0,0.029580
1030,0,-0.143935
1031,0,0.000716
1032,0,-0.036622
1033,0,-0.043158
1034,0,-0.060195
1035,0,-0.053489
1036,0,0.018808
1037,0,0.086421
1038,0,-0.038726
1039,0,0.072371
1040,0,0.006756
1041,0,0.055015
1042,0,-0.059943
1043,0,0.039834
1044,0,0.109161
1045,0,0.019703
1046,0,0.037380
1047,0,-0.054939
1048,0,-0.035084
1049,0,-0.083738
1050,0,0.001766
1051,0,0.140507
1052,0,0.053390
1053,0,-0.101838
1054,0,0.017536
1055,0,-0.025447
1056,0,-0.020427
1057,0,-0.134764
1058,0,0.038461
1059,0,0.101331
1060,0,0.086034
1061,0,-0.068943
1062,0,0.169738
1063,0,0.075101
1064,0,0.082891
1065,0,-0.053928
1066,0,0.039655
1067,0,0.014330
1068,0,0.002212
1069,0,0.022570
1070,0,0.033829
1071,0,0.024332
1072,0,0.084690
1073,0,-0.048229
1074,0,-0.109693
1075,0,-0.077238
1076,0,-0.022121
1077,0,-0.003153
1078,0,-0.042909
1079,0,0.105173
1080,0,-0.001868
1081,0,-0.020002
1082,0,-0.035356
1083,0,-0.049950
1084,0,-0.014719
1085,0,0.065124
1086,0,-0.017027
1087,0,-0.111660
1088,0,0.004298
1089,0,0.143728
1090,0,0.048497
1091,0,-0.076224
1092,0,0.008046
1093,0,0.045018
1094,0,0.070201
1095,0,-0.065743
1096,0,0.055912
1097,0,0.021662
1098,0,0.031955
1099,0,-0.017119
1100,0,-0.088146
1101,0,0.000572
1102,0,-0.114343
1103,0,0.074118
1104,0,-0.012084
1105,0,-0.003328
1106,0,-0.024413
1107,0,0.032437
1108,0,0.054757
1109,0,-0.076306
1110,0,0.006356
1111,0,0.030213
1112,0,-0.107070
1113,0,-0.014454
1114,0,-0.131505
1115,0,0.014156
1116,0,0.056748
1117,0,0.035524
1118,0,0.090007
1119,0,-0.060652
1120,0,0.007846
1121,0,-0.202273
1122,0,0.271404
1123,0,-0.055696
1124,0,0.096951
1125,0,0.020121
1126,0,-0.078642
1127,0,0.034944
1128,0,-0.006557
1129,0,-0.060974
1130,0,-0.006543
1131,0,-0.072202
1132,0,0.074468
1133,0,-0.047532
1134,0,0.031095
1135,0,0.021003
1136,0,0.110390
1137,0,-0.052775
1138,0,-0.105481
1139,0,0.024754
1140,0,0.091914
1141,0,-0.021492
1142,0,-0.002051
1143,0,-0.068070
1144,0,0.001632
1145,0,-0.080339
1146,0,0.058091
1147,0,0.020424
1148,0,-0.009434
1149,0,0.106213
1150,0,0.005341
1151,0,0.038585
1152,0,0.027261
1153,0,-0.028919
1154,0,-0.022255
1155,0,-0.043072
1156,0,-0.008398
1157,0,0.063792
1158,0,0.050386
1159,0,0.051827
1160,0,0.077873
1161,0,-0.022066
1162,0,0.045056
1163,0,0.084310
1164,0,-0.013460
1165,0,-0.012007
1166,0,-0.189166
1167,0,0.021113
1168,0,0.138421
1169,0,-0.016609
1170,0,-0.077086
1171,0,0.048790
1172,0,-0.018038
1173,0,0.073822
1174,0,-0.038826
1175,0,0.024129
1176,0,-0.035587
1177,0,0.021535
1178,0,-0.127245
1179,0,0.059004
1180,0,-0.045104
1181,0,0.047273
1182,0,0.087120
1183,0,0.077722
1184,0,0.056643
1185,0,0.017421
1186,0,-0.079951
1187,0,0.044774
1188,0,0.005864
1189,0,-0.108733
1190,0,-0.013485
1191,0,0.002484
1192,0,-0.103313
1193,0,0.033650
1194,0,-0.041327
1195,0,-0.018344
1196,0,0.020944
1197,0,-0.014887
1198,0,0.014790
1199,0,-0.067649
1200,1,0.687595
1201,1,0.679366
1202,1,0.710864
1203,1,0.713593
1204,1,0.727958
1205,1,0.529540
1206,1,0.485712
1207,1,0.910187
1208,1,0.563756
1209,1,0.725589
1210,1,0.737346
1211,1,0.678912
1212,1,0.603929
1213,1,0.574300
1214,1,0.629212
1215,1,0.010954
1216,1,0.060605
1217,1,0.031721
1218,1,0.831801
1219,1,0.774206
1220,1,0.804601
1221,1,0.083383
1222,1,0.137872
1223,1,0.582759
1224,1,0.786054
1225,1,0.738782
1226,1,0.724938
1227,1,0.377280
1228,1,0.395735
1229,1,0.311748
1230,1,0.421287
1231,1,0.580025
1232,1,0.628620
1233,1,0.343620
1234,1,0.492971
1235,1,0.539572
1236,1,0.649635
1237,1,0.591363
1238,1,0.624218
1239,1,0.657855
1240,1,0.634028
1241,1,0.804897
1242,1,0.608316
1243,1,0.858564
1244,1,0.707342
1245,1,0.443354
1246,1,0.708553
1247,1,0.657851
1248,1,0.606044
1249,1,0.734032
1250,1,0.680117
1251,1,0.701979
1252,1,0.134090
1253,1,0.024313
1254,1,0.550531
1255,1,0.713768
1256,1,0.099002
1257,1,0.211688
1258,1,0.700107
1259,1,0.645467
1260,1,-0.113400
1261,1,0.689722
1262,1,0.118821
1263,1,0.719770
1264,1,0.713330
1265,1,0.695683
1266,1,0.673011
1267,1,0.307715
1268,1,0.354946
1269,1,0.336826
1270,1,0.364993
1271,1,0.314258
1272,1,0.573599
1273,1,0.566772
1274,1,0.462816
1275,1,0.596239
1276,1,0.704717
1277,1,0.630441
1278,1,0.540201
1279,1,0.709624
1280,1,0.737059
1281,1,0.832246
1282,1,0.687249
1283,1,0.657253
1284,1,0.697670
1285,1,0.693380
1286,1,0.097896
1287,1,-0.029816
1288,1,0.458653
1289,1,0.538986
1290,1,0.590226
1291,1,0.665089
1292,1,0.610021
1293,1,0.593832
1294,1,0.650692
1295,1,0.115782
1296,1,-0.014590
1297,1,0.576238
1298,1,0.666650
1299,1,0.495363
1300,1,0.805681
1301,1,0.502542
1302,1,0.827495
1303,1,0.049955
1304,1,0.651767
1305,1,0.529552
1306,1,0.610321
1307,1,0.512233
1308,1,0.754175
1309,1,0.726826
1310,1,0.509459
1311,1,0.579586
1312,1,0.773929
1313,1,0.680311
1314,1,0.806338
1315,1,0.787195
1316,1,0.771598
1317,1,0.842935
1318,1,0.824978
1319,1,0.866371
1320,1,0.774950
1321,1,0.708396
1322,1,0.585710
1323,1,0.827256
1324,1,0.554007
1325,1,0.561911
1326,1,0.643941
1327,1,0.624735
1328,1,0.596234
1329,1,0.539215
1330,1,0.475871
1331,1,0.445116
1332,1,0.717029
1333,1,0.725878
1334,1,0.734462
1335,1,0.641436
1336,1,0.473463
1337,1,0.785932
1338,1,0.569630
1339,1,0.768066
1340,1,0.409517
1341,1,0.497315
1342,1,0.394103
1343,1,0.539635
1344,1,0.327030
1345,1,0.605712
1346,1,0.041341
1347,1,0.873135
1348,1,0.696967
1349,1,0.730630
1350,1,0.588483
1351,1,0.619324
1352,1,0.538441
1353,1,0.569862
1354,1,0.727694
1355,1,0.591385
1356,1,0.690056
1357,1,0.755062
1358,1,-0.007345
1359,1,0.704676
1360,1,0.633792
1361,1,0.616367
1362,1,0.628093
1363,1,0.941792
1364,1,0.645814
1365,1,0.672413
1366,1,0.728579
1367,1,0.816770
1368,1,0.788273
1369,1,0.842963
1370,1,0.588167
1371,1,0.649928
1372,1,0.521148
1373,1,0.652492
1374,1,0.682252
1375,1,0.714460
1376,1,0.784201
1377,1,0.823544
1378,1,0.584326
1379,1,0.473525
1380,1,0.817515
1381,1,0.697930
1382,1,0.890669
1383,1,0.520564
1384,1,0.714233
1385,1,0.715212
1386,1,0.810171
1387,1,0.654540
1388,1,0.535482
1389,1,0.519747
1390,1,0.662629
1391,1,0.619675
1392,1,0.688298
1393,1,0.491132
1394,1,0.601285
1395,1,0.423971
1396,1,0.762012
1397,1,0.613219
1398,1,0.657893
1399,1,0.751980
1400,1,0.671702
1401,1,0.691947
1402,1,0.567836
1403,1,0.609372
1404,1,0.725749
1405,1,0.624481
1406,1,-0.012879
1407,1,0.085544
1408,1,0.077837
1409,1,0.119970
1410,1,-0.047088
1411,1,0.517350
1412,1,0.787321
1413,1,0.448828
1414,1,0.745054
1415,1,0.824576
1416,1,0.548857
1417,1,0.580794
1418,1,0.726881
1419,1,0.590266
1420,1,0.474428
1421,1,0.609721
1422,1,0.653511
1423,1,0.604410
1424,1,0.669004
1425,1,0.674766
1426,1,0.570790
1427,1,-0.052399
1428,1,-0.064487
1429,1,0.699187
1430,1,0.500002
1431,1,0.566606
1432,1,0.568265
1433,1,0.553355
1434,1,0.480822
1435,1,0.768995
1436,1,0.710256
1437,1,0.732081
1438,1,0.407911
1439,1,0.892104
1440,1,0.682055
1441,1,0.615544
1442,1,0.008696
1443,1,-0.032858
1444,1,0.519492
1445,1,0.637360
1446,1,0.693733
1447,1,0.539916
1448,1,0.565152
1449,1,0.631197
1450,1,0.532341
1451,1,0.622795
1452,1,0.619718
1453,1,0.750485
1454,1,0.732455
1455,1,0.743641
1456,1,0.566989
1457,1,0.860884
1458,1,0.717817
1459,1,0.668836
1460,1,0.758573
1461,1,0.482119
1462,1,0.701060
1463,1,0.549041
1464,1,-0.033477
1465,1,-0.088405
1466,1,0.617172
