pair_id,label,score
404,1,0.402201
405,1,0.277867
406,0,0.252181
407,1,0.435187
408,1,0.478533
409,0,0.303831
410,1,0.454980
411,0,0.191383
412,1,0.314975
413,1,0.581229
414,0,0.172604
415,1,0.154657
416,1,0.375920
417,0,-0.014007
418,1,0.137534
419,1,0.117683
420,0,0.247779
421,1,0.724673
422,0,0.252050
423,1,0.684397
424,1,0.499687
425,1,0.354151
426,1,0.118003
427,0,0.178232
428,0,0.378742
429,0,0.223305
430,0,0.111838
431,1,0.436713
432,1,0.383092
433,1,0.147968
434,0,0.264351
435,0,0.365151
436,1,0.475646
437,0,0.315577
438,0,0.230469
439,1,0.479868
440,1,0.181123
441,0,0.120214
442,1,0.264043
443,1,0.184895
444,0,0.258125
445,0,0.389522
446,1,0.259465
447,1,0.486402
448,1,0.137015
449,1,0.266756
450,1,0.367477
451,0,0.334278
452,1,0.557392
453,0,0.143439
454,1,0.383894
455,0,0.067753
456,0,0.214045
457,0,0.308775
458,0,0.278852
459,1,0.328675
460,1,0.557613
461,1,0.209372
462,1,0.412346
463,1,0.289534
464,0,0.205597
465,1,0.149765
466,0,0.124300
467,0,0.174989
468,1,0.432977
469,1,0.313797
470,1,0.316908
471,0,0.263816
472,1,0.239030
473,1,0.635171
474,0,0.108181
475,0,0.236943
476,0,0.171422
477,1,0.241989
478,1,0.277440
479,0,0.330841
480,1,0.335699
481,1,0.373473
482,0,0.178644
483,1,0.416728
484,0,0.097556
485,0,0.186809
486,1,0.422543
487,0,0.205044
488,0,0.144076
489,0,0.193320
490,1,0.343807
491,1,0.354250
492,0,0.067862
493,1,0.365588
494,0,0.269829
495,0,0.156920
496,0,0.168896
497,1,0.384867
498,1,0.451781
499,1,0.246919
500,1,0.221967
501,1,0.366523
502,1,0.350021
503,1,0.450930
504,0,0.122313
505,0,0.174889
506,0,0.241379
507,1,0.118003
508,0,0.155168
509,0,0.176628
510,1,0.454980
511,1,0.456337
512,0,0.141138
513,0,0.209353
514,1,0.516984
515,1,0.107779
516,0,0.066226
517,1,0.238669
518,0,0.414118
519,1,0.523027
520,1,0.144543
521,1,0.383523
522,0,0.280392
523,0,0.187331
524,1,0.052536
525,1,0.360312
526,0,0.341247
527,0,0.107105
528,0,0.288060
529,0,0.167878
530,1,0.414174
531,1,0.405623
532,0,0.165970
533,1,0.423086
534,1,0.304591
535,0,0.146270
536,1,0.241989
537,1,0.354479
538,1,0.414174
539,1,0.264670
540,0,0.159274
541,0,0.104925
542,1,0.181700
543,1,0.363072
544,0,0.263911
545,0,0.310131
546,1,0.315156
547,1,0.516956
548,1,0.328465
549,1,0.405623
550,0,0.168073
551,0,0.266219
552,0,0.006677
553,0,0.454447
554,0,0.256599
555,0,0.060074
556,1,0.488187
557,1,0.332878
558,0,0.315908
559,1,0.448422
560,1,0.061340
561,0,0.415806
562,0,0.301909
563,0,0.147684
564,0,0.122929
565,1,0.632120
566,1,0.291567
567,1,0.237579
568,1,0.414972
569,0,0.161383
570,1,0.088832
571,0,0.266630
572,1,0.515020
573,1,0.462074
574,1,0.414847
575,0,0.071290
576,0,0.274271
577,0,0.262314
578,1,0.473982
579,1,0.799480
580,0,0.066049
581,0,0.015180
582,1,0.354282
583,0,0.164899
584,0,0.088191
585,0,0.300074
586,1,0.363735
587,1,0.328836
588,0,0.197635
589,0,0.215035
590,0,0.144416
591,1,0.389994
592,0,0.224367
593,0,0.042335
594,0,0.222691
595,0,0.189018
596,0,0.128667
597,0,0.253668
598,1,0.317233
599,1,0.116899
600,0,-0.030254
601,1,0.527214
602,1,0.204747
603,0,0.221988
604,0,0.306840
605,1,0.281854
606,1,0.351986
607,0,0.153451
608,0,0.146971
609,1,0.278108
610,1,0.354719
611,1,0.571680
612,0,0.273803
613,1,0.268294
614,1,0.383610
615,1,0.192983
616,0,0.183694
617,1,0.209372
618,0,0.356479
619,1,0.498560
620,1,0.334366
621,1,0.235020
622,1,0.341875
623,1,0.332525
624,0,0.091557
625,1,0.470307
626,1,0.042448
627,1,0.528464
628,0,0.111990
629,1,0.195875
630,1,0.391530
631,0,0.221325
632,0,0.186779
633,1,0.401269
634,1,0.401164
635,0,0.158423
636,1,0.142766
637,0,0.262548
638,0,0.132547
639,0,0.181191
640,1,0.201198
641,0,0.334422
642,1,0.306815
643,0,0.297005
644,0,0.112118
645,1,0.271273
646,0,0.188591
647,1,0.275102
648,0,0.311920
649,0,0.109697
650,1,0.548705
651,1,0.208452
652,0,0.170227
653,1,0.295684
654,0,0.263144
655,0,0.080588
656,1,0.164976
657,1,0.303563
658,1,0.246919
659,0,0.123497
660,1,0.346060
661,1,0.310462
662,0,0.115970
663,1,0.260252
664,1,0.650705
665,1,0.332525
666,1,0.246023
667,1,0.737121
668,0,0.187637
669,0,0.269737
670,1,0.451781
671,0,0.366604
672,1,0.496962
673,0,0.304904
674,1,0.244857
675,1,0.297097
676,1,0.363022
677,0,0.018840
678,1,0.262279
679,0,0.345125
680,0,0.361741
681,0,0.125914
682,1,0.255700
683,1,0.383755
684,0,0.186867
685,0,0.129241
686,1,0.485881
687,0,0.305760
688,0,0.172133
689,0,0.034896
690,0,0.079978
691,1,0.448929
692,0,0.134223
693,1,0.359882
694,0,0.388415
695,1,0.338517
696,0,0.287827
697,0,0.414762
698,1,0.472308
699,0,0.132380
700,0,0.115278
701,0,0.107999
702,0,0.155172
703,1,0.119461
704,0,0.267890
705,0,0.315403
706,0,0.091406
707,1,0.473334
708,1,0.277869
709,1,0.423856
710,0,0.033570
711,1,0.458881
712,0,0.063584
713,0,0.027321
714,1,0.225938
715,0,0.194765
716,0,0.128460
717,1,0.527949
718,0,0.072966
719,1,0.360042
720,1,0.211889
721,0,0.086762
722,0,0.142317
723,0,0.240632
724,0,0.161166
725,1,0.413269
726,1,0.076648
727,1,0.300562
728,0,0.449375
729,0,0.044126
730,0,0.074783
731,0,0.073290
732,1,0.373473
733,0,0.152327
734,0,0.028897
735,0,0.152857
736,0,0.113548
737,0,0.335402
738,0,0.204160
739,0,0.196049
740,0,0.176793
741,1,0.383610
742,1,0.256010
743,1,0.093849
744,1,0.294994
745,1,0.277440
746,1,0.134869
747,0,0.273350
748,1,0.359075
749,0,0.418818
750,0,0.230570
751,1,0.262279
752,1,0.488297
753,0,0.409100
754,1,0.181700
755,0,0.269293
756,1,0.414174
757,1,0.232238
758,0,0.148529
759,1,0.435416
760,0,0.093164
761,0,0.117975
762,0,0.092990
763,1,0.306815
764,1,0.304404
765,0,0.209718
766,1,0.318379
767,0,0.098787
768,1,0.294452
769,0,0.192178
770,0,0.231600
771,0,0.106448
772,0,0.089995
773,1,0.511657
774,1,0.487974
775,0,0.317913
776,0,0.150060
777,0,0.196703
778,0,0.140174
779,0,0.112230
780,1,0.287989
781,0,0.292485
782,1,0.009627
783,1,0.367477
784,0,0.191219
785,0,0.169615
786,0,0.307492
787,0,0.184158
788,1,0.360042
789,1,0.371188
790,1,0.317712
791,1,0.486613
792,0,0.160531
793,1,0.471589
794,1,0.153935
795,0,0.219883
796,1,0.232470
797,0,0.200508
798,0,-0.067259
799,0,0.187001
800,1,0.463369
801,1,0.217053
802,1,0.337534
803,0,0.132670
804,0,0.110640
805,1,0.323539
806,1,0.423841
807,0,0.231130
808,0,0.114362
809,1,0.352419
810,0,0.276440
811,1,0.496962
812,0,0.259755
813,1,0.393763
814,1,0.436713
815,1,0.494725
816,1,0.223776
817,1,0.490239
818,1,0.362770
819,1,0.180283
820,0,0.064615
821,0,0.327089
822,1,0.238669
823,0,0.331065
824,1,0.412799
825,1,0.177484
826,0,0.067386
827,1,0.334414
828,0,0.136504
829,0,0.180496
830,0,0.301193
831,0,0.152325
832,1,0.413269
833,0,0.273137
834,0,0.147671
835,1,0.242696
836,0,0.276446
837,1,0.595997
838,0,0.121233
839,0,0.261622
840,0,0.212551
841,0,0.329153
842,1,0.242993
843,1,0.276864
844,0,0.370396
845,0,0.294058
846,0,0.185402
847,0,0.224109
848,1,0.312343
849,1,0.380772
850,1,0.412579
851,1,0.460013
852,0,0.114650
853,1,0.329698
854,0,0.329812
855,0,0.224978
856,1,0.490880
857,0,0.193075
858,1,0.619536
859,0,0.073367
860,0,0.206478
861,1,0.337534
862,1,0.405003
863,0,0.257243
864,0,0.236240
865,0,0.078544
866,0,0.243841
867,0,0.236025
868,0,0.063333
869,1,0.505662
870,0,0.078637
871,0,0.141849
872,1,0.435183
873,1,0.192891
874,0,0.135165
875,0,0.052763
876,1,0.341663
877,0,0.171629
878,0,0.055675
879,1,0.457803
880,1,0.257619
881,1,0.124055
882,0,0.279661
883,0,0.239445
884,0,0.113498
885,0,0.062072
886,1,0.308247
887,1,0.118458
888,1,0.229659
889,0,0.330026
890,1,0.321123
891,0,0.039000
892,1,0.393585
893,1,0.512627
894,0,0.390363
895,1,0.507800
896,1,0.443212
897,1,0.264043
898,0,0.045410
899,1,0.396883
900,1,0.373413
901,1,0.490156
902,1,0.369889
903,0,0.121856
904,0,0.105003
905,1,0.582135
906,1,0.210380
907,1,0.216066
908,0,0.151903
909,0,0.122650
910,0,0.099676
911,1,0.277487
912,0,0.207137
913,0,0.155940
914,0,0.158502
915,0,0.199379
916,0,0.138672
917,0,0.106547
918,1,0.410513
919,1,0.360513
920,0,0.025751
921,0,0.093629
922,1,0.425398
923,0,0.207236
924,1,0.281319
925,0,0.209047
926,1,0.394957
927,0,0.111043
928,0,0.163171
929,1,0.309891
930,0,0.305858
931,0,0.051745
932,0,0.193910
933,1,0.292215
934,0,0.088946
935,0,0.078422
936,1,0.228104
937,0,0.193360
938,0,0.166108
939,1,0.406466
940,1,0.225177
941,1,0.277208
942,0,0.038370
943,1,0.321731
944,1,0.322526
945,0,0.167846
946,1,0.450629
947,1,0.254453
948,1,0.550360
949,0,0.209315
950,0,0.038867
951,1,0.323539
952,0,0.224618
953,1,0.360513
954,1,0.382271
955,0,0.191871
956,0,0.226316
957,0,0.191497
958,1,0.477926
959,1,0.367587
960,1,0.456402
961,0,0.135887
962,1,0.251996
963,1,0.078815
964,1,0.569235
965,1,0.411094
966,1,0.487665
967,0,-0.003919
968,0,0.183768
969,0,0.206734
970,0,0.330167
971,0,0.051726
972,1,0.317712
973,1,0.295494
974,0,0.215281
975,0,0.008905
976,1,0.216671
977,1,0.568275
978,1,0.333476
979,1,0.135865
980,0,0.202554
981,0,0.244925
982,0,0.343500
983,1,0.331016
984,1,0.364916
985,0,0.158673
986,0,0.153451
987,0,0.153818
988,0,0.100055
989,1,0.460203
990,1,0.239649
991,0,0.194863
992,0,0.286323
993,1,0.154937
994,0,0.137285
995,1,0.419448
996,1,0.336649
997,0,0.012870
998,0,0.007420
999,0,0.220655
1000,0,0.107197
1001,0,0.255717
1002,0,0.133684
1003,0,0.316582
1004,1,0.418697
1005,1,0.285653
1006,1,0.228104
1007,0,0.155659
1008,0,0.175758
1009,1,0.581229
1010,1,0.390085
1011,0,0.064336
1012,1,0.411224
1013,0,0.267443
1014,0,0.231505
1015,1,0.328836
1016,1,0.401193
1017,1,0.353934
1018,1,0.072448
1019,1,0.214723
1020,0,0.290826
1021,0,0.210302
1022,1,0.528386
1023,1,0.192105
1024,1,0.339170
1025,1,0.385978
1026,0,0.152082
1027,1,0.272702
1028,0,0.154706
1029,0,0.064018
1030,0,0.149608
1031,1,0.476813
1032,1,0.396892
1033,1,0.423856
1034,1,0.223938
1035,0,0.100350
1036,0,0.212274
1037,0,0.161948
1038,0,0.010966
1039,0,0.193075
1040,1,0.068212
1041,1,0.380496
1042,0,0.096167
1043,0,0.189060
1044,0,0.229864
1045,0,0.206026
1046,0,0.314692
1047,1,0.364916
1048,1,0.271443
1049,0,0.076230
1050,0,0.304019
1051,1,0.260386
1052,1,0.323539
1053,1,0.157433
1054,1,0.242696
1055,1,0.643134
1056,0,0.213820
1057,0,0.433251
1058,0,0.173616
1059,1,0.478318
1060,0,0.085524
1061,1,0.367939
1062,0,0.231394
1063,1,0.597049
1064,0,0.242255
1065,0,0.234978
1066,1,0.609578
1067,1,0.281039
1068,0,0.227833
1069,1,0.354746
1070,0,0.295927
1071,0,0.082918
1072,0,0.313913
1073,1,0.319114
1074,0,0.252059
1075,0,0.031871
1076,1,0.639949
1077,0,0.258272
1078,1,0.605575
1079,1,0.080582
1080,0,0.177416
1081,1,0.359717
1082,1,0.334477
1083,0,0.092628
1084,0,0.208199
1085,0,0.362140
1086,0,0.119105
1087,1,0.353252
1088,1,0.268268
1089,0,0.184277
1090,1,0.245253
1091,0,0.185792
1092,0,0.336479
1093,0,0.348419
1094,1,0.367587
1095,0,0.261048
1096,1,0.157822
1097,0,0.204707
1098,1,0.329738
1099,1,0.149765
1100,1,0.210076
1101,1,0.260476
1102,0,0.136624
1103,1,0.280971
1104,0,0.228720
1105,1,0.186500
1106,1,0.420686
1107,0,0.204676
1108,1,0.114366
1109,0,0.184673
1110,1,0.262408
1111,1,0.607871
1112,1,0.251169
1113,1,0.196951
1114,0,0.169750
1115,1,0.180526
1116,0,0.089710
1117,0,0.139682
1118,1,0.351512
1119,1,0.486824
1120,0,0.085942
1121,0,0.259629
1122,1,0.180526
1123,0,0.152977
1124,0,0.208135
1125,1,0.297658
1126,1,0.159977
1127,1,0.205255
1128,0,0.073777
1129,0,0.061309
1130,0,0.192281
1131,1,0.201438
1132,1,0.180526
1133,0,0.086322
1134,1,0.494224
1135,0,0.124853
1136,1,0.350652
1137,1,0.351169
1138,0,0.145455
1139,1,0.134869
1140,1,0.216743
1141,0,0.070859
1142,0,0.091606
1143,0,0.440725
1144,1,0.338517
1145,0,0.347747
1146,0,0.321354
1147,0,0.090916
1148,0,0.410645
1149,1,0.334366
1150,1,0.381458
1151,0,0.240595
1152,0,0.263407
1153,1,0.621496
1154,1,0.418987
1155,0,0.383394
1156,1,0.329579
1157,0,0.362060
1158,1,0.149765
1159,1,0.544401
1160,1,0.391649
1161,0,0.153019
1162,0,0.154068
1163,1,0.526208
1164,1,0.440149
1165,0,0.346847
1166,1,0.259465
1167,1,0.264670
1168,0,0.216422
1169,0,0.177573
1170,1,0.329999
1171,1,0.242213
1172,0,0.232753
1173,1,0.429630
1174,1,0.124055
1175,0,0.078431
1176,1,0.341875
1177,0,0.177653
1178,1,0.302730
1179,0,0.336945
1180,0,0.058278
1181,0,0.234636
1182,0,0.178435
1183,1,0.262279
1184,1,0.347508
1185,0,0.267480
1186,0,0.163530
1187,0,0.149155
1188,1,0.328317
1189,1,0.523861
1190,1,0.412733
1191,1,0.107779
1192,0,0.128720
1193,1,0.467448
1194,0,0.247134
1195,0,0.242675
1196,0,0.291252
1197,1,0.329190
1198,0,0.145971
1199,1,0.346358
1200,1,0.142963
1201,0,0.337884
1202,1,0.473208
1203,1,0.028950
1204,1,0.252814
1205,0,0.156310
1206,1,0.359930
1207,0,0.070798
1208,0,0.126547
1209,1,0.297658
1210,1,0.398745
1211,0,0.277053
1212,0,0.153348
1213,0,0.166558
1214,1,0.357797
1215,0,0.186181
1216,0,0.343039
1217,0,0.217449
1218,1,0.539193
1219,1,0.291531
1220,1,0.385750
1221,1,0.367346
1222,0,0.066126
1223,1,0.533896
1224,0,0.101844
1225,1,0.075444
1226,1,0.351924
1227,0,0.245747
1228,0,0.286753
1229,1,0.303563
1230,1,0.144543
1231,0,0.126450
1232,0,0.137701
1233,0,0.291808
1234,0,0.197544
1235,1,0.157433
1236,1,0.542179
1237,0,0.034690
1238,1,0.429883
1239,1,0.194190
1240,0,0.044984
1241,0,0.239388
1242,1,0.252327
1243,1,0.393585
1244,0,0.308583
1245,0,0.054656
1246,0,0.318526
1247,0,-0.037344
1248,0,0.110528
1249,1,0.355710
1250,0,0.328889
1251,1,0.404479
1252,0,0.181038
1253,1,0.274267
1254,1,0.392486
1255,0,0.107487
1256,0,0.174374
1257,1,0.328316
1258,1,0.113897
1259,1,0.452206
1260,0,0.354246
1261,0,0.189418
1262,0,0.173619
1263,0,0.064238
1264,0,0.128307
1265,0,0.365455
1266,1,0.367939
1267,1,0.452206
1268,0,0.276004
1269,0,0.338178
1270,1,0.136449
1271,0,0.090569
1272,1,0.333870
1273,0,0.152439
1274,0,0.206847
1275,1,0.396892
1276,1,0.468575
1277,1,0.259465
1278,0,0.137499
1279,1,0.516984
1280,0,0.193365
1281,0,0.221448
1282,1,0.500141
1283,0,0.279502
1284,0,0.235553
1285,0,0.136882
1286,1,0.088748
1287,1,0.238669
1288,1,0.329561
1289,0,0.180620
1290,0,0.092500
1291,1,0.149765
1292,1,0.428896
1293,1,0.313312
1294,0,0.219836
1295,1,0.525363
1296,1,0.724673
1297,1,0.340361
1298,0,0.147731
1299,0,-0.000563
1300,1,0.500153
1301,1,0.378416
1302,1,0.329600
1303,0,0.097341
1304,0,0.324328
1305,1,0.403878
1306,1,0.545867
1307,0,0.208677
1308,0,0.098868
1309,0,0.084500
1310,0,0.286134
1311,0,0.176878
1312,0,0.121884
1313,0,0.282748
1314,1,0.107779
1315,1,0.343752
1316,1,0.414119
1317,0,0.166779
1318,0,0.088716
1319,0,0.254954
1320,0,-0.053452
1321,1,0.400806
1322,0,0.346701
1323,1,0.554948
1324,1,0.254416
1325,1,0.494725
1326,1,0.492992
1327,1,0.344336
1328,0,0.316885
1329,1,0.599790
1330,1,0.185278
1331,1,0.507284
1332,0,0.257671
1333,1,0.450937
1334,1,0.436704
1335,1,0.195541
1336,1,0.272702
1337,0,0.061665
1338,1,0.258455
1339,0,0.190123
1340,0,0.360723
1341,0,0.160788
1342,1,0.621496
1343,1,0.350021
1344,0,0.193248
1345,1,0.374686
1346,1,0.284480
1347,0,0.200522
1348,1,0.383523
1349,1,0.462074
1350,1,0.277487
1351,0,0.326430
1352,0,0.225281
1353,1,0.412799
1354,1,0.261071
1355,0,0.142429
1356,0,0.034307
1357,1,0.498560
1358,0,0.279352
1359,0,0.073608
1360,1,0.478688
1361,1,0.300562
1362,1,0.454980
1363,0,0.304548
1364,1,0.367477
1365,1,0.522138
1366,1,0.495284
1367,0,0.074685
1368,0,0.182070
1369,0,0.173917
1370,1,0.325624
1371,1,0.542509
1372,1,0.607871
1373,0,0.381981
1374,0,0.218510
1375,0,0.125930
1376,0,0.003216
1377,0,0.053867
1378,0,0.223665
1379,0,0.233663
1380,1,0.473208
1381,1,0.260800
1382,0,0.142836
1383,1,0.078815
1384,1,0.489972
1385,1,0.390058
1386,0,0.287553
1387,1,0.455566
1388,0,0.214161
1389,0,0.067602
1390,1,0.380475
1391,1,0.416440
1392,1,0.364734
1393,1,0.463962
1394,1,0.091211
1395,0,0.048886
1396,0,0.169421
1397,0,0.131836
1398,1,0.354746
1399,1,0.475300
1400,0,0.214021
1401,0,0.096781
1402,1,0.529480
1403,0,0.148007
1404,0,0.024341
1405,0,0.090994
1406,1,0.453369
1407,0,0.212943
1408,0,0.027514
1409,0,-0.033618
1410,1,0.186456
1411,1,0.463962
1412,1,0.285104
1413,0,0.047011
1414,1,0.156351
1415,0,0.219097
1416,0,0.209847
1417,0,0.125564
1418,0,0.144740
1419,0,0.053248
1420,0,0.231739
1421,1,0.697870
1422,1,0.540693
1423,1,0.601511
1424,0,0.304668
1425,0,0.416294
1426,1,0.143632
1427,0,0.246755
1428,1,0.440842
1429,0,0.289466
1430,0,0.229744
1431,1,0.196485
1432,1,0.233353
1433,0,0.337684
1434,0,0.236644
1435,1,0.198029
1436,1,0.474660
1437,1,0.361189
1438,0,0.114873
1439,0,0.260210
1440,1,0.349026
1441,0,0.220254
1442,1,0.437434
1443,1,0.261124
1444,0,0.178510
1445,1,0.333216
1446,0,0.067644
1447,0,0.061814
1448,1,0.375902
1449,1,0.380395
1450,1,0.215177
1451,1,0.306324
1452,0,0.304590
1453,1,0.314984
1454,0,0.203857
1455,0,0.221336
1456,1,0.383092
1457,0,0.192930
1458,1,0.431008
1459,0,0.260745
1460,1,0.256193
1461,0,0.120338
1462,1,0.486753
1463,1,0.276790
1464,1,0.080582
1465,1,0.351512
1466,1,0.619536
1467,1,0.277487
1468,1,0.300427
1469,0,0.156656
1470,0,0.227410
1471,0,0.159268
1472,1,0.459013
1473,1,0.532406
1474,0,0.275690
1475,1,0.205065
1476,1,0.466048
1477,0,0.326557
1478,1,0.445790
1479,1,0.399950
1480,0,0.251323
1481,1,0.264874
1482,0,0.248922
1483,1,0.529480
1484,1,0.478533
1485,1,0.355253
1486,0,0.153497
1487,1,0.142963
1488,1,0.455863
1489,1,0.615586
1490,0,0.166704
1491,1,0.245581
1492,1,0.401286
1493,0,0.239890
1494,1,0.394957
1495,1,0.412449
